#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.34     0.04343        2.15     0.04571    0.004571
      0.5563      -1.277     0.04343         3.6     0.05279    0.005279
      0.6532      -1.467     0.04343         4.5     0.03411    0.003411
      0.7634      -1.458     0.04343         5.8     0.03484    0.003484
      0.8976      -1.524     0.04343         7.9     0.02992    0.002992
       1.204     -0.7268     0.04343          16      0.1876     0.01876
        1.38     -0.6676     0.04343          24       0.215      0.0215
           2      0.4575     0.05049         100       2.868      0.3334
       2.204       0.581     0.09583         160        3.81      0.8408
       2.398      0.8694     0.06104         250       7.402        1.04
       2.544       0.607      0.1808         350       4.046       1.684
       5.301      -1.754     0.06416       2e+05      0.0176      0.0026
