#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.868     0.04343        2.15     0.01355    0.001355
      0.5563      -1.773     0.04343         3.6     0.01685    0.001685
      0.6532        -1.9     0.04343         4.5      0.0126     0.00126
      0.7634      -2.038     0.04343         5.8    0.009161   0.0009161
      0.8976      -2.004     0.04343         7.9    0.009917   0.0009917
       1.204      -1.101     0.04343          16     0.07933    0.007933
        1.38       -1.02     0.04343          24     0.09546    0.009546
           2    -0.03748       0.165         100      0.9173      0.3485
       2.204      0.5806     0.09798         160       3.807       0.859
       5.301      -1.996      0.1127       2e+05      0.0101     0.00262
