#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -2.461      -2.461         5.8    0.001391    0.001034
      0.8976      -2.531      -2.531         7.9     0.00124    0.000852
       1.204       7.301       7.301          16         -99       1e+07
           2    -0.01949    -0.01949         100      0.2208      0.3677
       2.204      0.3034      0.3034         160   1.745e-05       1.005
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.099      -2.099       2e+05    0.002468    0.002749
