#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.236     0.04343        2.15    0.005808   0.0005808
      0.5563      -1.935     0.04343         3.6     0.01162    0.001162
      0.6532      -1.825     0.04343         4.5     0.01495    0.001495
      0.7634      -1.697     0.04343         5.8      0.0201     0.00201
      0.8976      -1.841     0.04343         7.9     0.01443    0.001443
       1.204      -1.363     0.08628          16     0.04337    0.008616
        1.38     -0.6805     0.04343          24      0.2087     0.02087
           2      0.6122     0.04434         100       4.094       0.418
       2.204      0.8486     0.06894         160       7.056        1.12
       2.398       1.056      0.0731         250       11.37       1.914
       2.544      0.9677      0.1691         350       9.284       3.615
       5.301      -1.374       0.115       2e+05      0.0423      0.0112
