#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.156     0.04343        2.15     0.06982    0.006982
      0.5563      -1.061     0.04343         3.6     0.08686    0.008686
      0.6532      -1.191     0.04343         4.5     0.06438    0.006438
      0.7634      -1.249     0.04343         5.8     0.05634    0.005634
      0.8976      -1.334     0.04343         7.9     0.04637    0.004637
       1.204     -0.4113     0.04343          16      0.3879     0.03879
        1.38     -0.2959     0.04343          24      0.5059     0.05059
           2      0.7434     0.04343         100       5.539      0.5539
       2.204       1.154     0.04343         160       14.24       1.424
       2.398       1.279     0.08401         250       18.99       3.674
       5.301      -1.453     0.04343       2e+05      0.0352     0.00352
