#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.444     0.04343        2.15    0.003597   0.0003597
      0.5563      -2.178     0.04343         3.6    0.006632   0.0006632
      0.6532      -2.115     0.04343         4.5     0.00768    0.000768
      0.7634      -2.059     0.04343         5.8    0.008733   0.0008733
      0.8976      -1.973     0.04343         7.9     0.01065    0.001065
       1.204      -1.625      0.1082          16     0.02372    0.005912
        1.38       -1.04     0.04343          24     0.09115    0.009115
           2      0.1129      0.1482         100       1.297      0.4425
       2.204      0.6706      0.1216         160       4.684       1.311
       2.398      0.8309      0.1586         250       6.775       2.474
       2.544      0.7651      0.1311         350       5.822       1.757
       5.301      -1.863     0.07925       2e+05      0.0137      0.0025
