#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.268     0.04343        2.15    0.005395   0.0005395
      0.5563      -1.981     0.04343         3.6     0.01045    0.001045
      0.6532       -1.97     0.04343         4.5     0.01072    0.001072
      0.7634        -2.1     0.04343         5.8    0.007943   0.0007943
      0.8976      -2.096     0.04343         7.9    0.008009   0.0008009
       1.204      -1.442     0.06741          16     0.03618    0.005616
        1.38      -1.237     0.04343          24     0.05797    0.005797
           2      0.1043      0.1162         100       1.272      0.3402
       2.204      0.3299      0.1514         160       2.137      0.7452
       2.398      0.4422      0.1908         250       2.768       1.217
       5.301      -2.221      0.2057       2e+05    0.006011    0.002847
