#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -3.28     0.04343        2.15   0.0005248   5.248e-05
      0.5563      -2.389     0.04343         3.6    0.004083   0.0004083
      0.6532      -2.168     0.04343         4.5     0.00679    0.000679
      0.7634      -1.973     0.04343         5.8     0.01065    0.001065
      0.8976       -1.84     0.04343         7.9     0.01444    0.001444
        1.38      -1.301     0.04343          24     0.05004    0.005004
       2.398      0.7269      0.1384         250       5.332       1.699
       2.544      0.9942      0.1884         350       9.868       4.281
       2.699        1.17     0.09928         500       14.79        3.38
       2.929      0.6294      0.1007         850        4.26      0.9879
       3.064      0.5123      0.1054        1160       3.253      0.7893
       5.301      -1.686     0.05903       2e+05      0.0206      0.0028
