#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.816     0.04343        2.15     0.01528    0.001528
      0.5563      -1.462     0.04343         3.6     0.03451    0.003451
      0.6532      -1.402     0.04343         4.5     0.03959    0.003959
      0.7634      -1.438     0.04343         5.8     0.03648    0.003648
      0.8976        -1.5     0.04343         7.9     0.03163    0.003163
       1.204      -1.005     0.04343          16     0.09877    0.009877
        1.38     -0.6916     0.04343          24      0.2034     0.02034
           2      0.4312     0.06825         100       2.699      0.4242
       2.204      0.8258     0.05341         160       6.696      0.8234
       2.398      0.8719      0.1434         250       7.446       2.458
       2.544      0.7156       0.208         350       5.195       2.488
