#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.6532       5.301       5.301         4.5         -99       1e+05
      0.7634       5.301       5.301         5.8         -99       1e+05
      0.8976       5.301       5.301         7.9         -99       1e+05
       1.204       7.301       7.301          16         -99       1e+07
        1.38       7.301       7.301          24         -99       1e+07
           2       5.841       5.841         100       1.947   3.469e+05
       2.204       1.505       1.505         160       4.874       13.56
       2.544       1.229       1.229         350       5.825       5.553
       2.699       1.085       1.085         500   3.106e-07       6.082
       2.929        10.3        10.3         850   5.194e-42       1e+10
