#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.012     0.04343        2.15    0.009727   0.0009727
      0.5563      -1.868     0.04343         3.6     0.01355    0.001355
      0.6532       -2.01     0.04343         4.5    0.009765   0.0009765
      0.7634      -2.007     0.04343         5.8    0.009834   0.0009834
      0.8976      -2.072     0.04343         7.9    0.008463   0.0008463
       1.204      -1.795       0.129          16     0.01604    0.004765
        1.38      -1.355      0.0958          24     0.04416    0.009741
           2      0.2003     0.08911         100       1.586      0.3254
       2.204      0.3974      0.1281         160       2.497      0.7364
       2.398      0.4528      0.1676         250       2.836       1.094
       5.301      -1.843     0.07453       2e+05     0.01434    0.002461
