#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       5.301       5.301        2.15         -99       1e+05
      0.5563       5.301       5.301         3.6         -99       1e+05
      0.6532       5.301       5.301         4.5         -99       1e+05
      0.7634       5.301       5.301         5.8         -99       1e+05
      0.8976      -2.329      -2.329         7.9    0.000496    0.002098
       1.204       7.301       7.301          16         -99       1e+07
        1.38      -1.685      -1.685          24    0.007999    0.006329
           2     0.09065     0.09065         100   1.792e-05      0.6161
       2.204      0.4179      0.4179         160   1.745e-05       1.309
       2.398       0.869       0.869         250       1.709       2.844
       2.544       1.135       1.135         350       5.732       3.956
       2.699       1.154       1.154         500       6.999       3.624
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301       -2.03       -2.03       2e+05    0.002633    0.003353
