#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -3.016     0.04343        2.15   0.0009638   9.638e-05
      0.5563       -2.51     0.04343         3.6    0.003087   0.0003087
      0.6532      -2.305     0.04343         4.5    0.004958   0.0004958
      0.7634      -1.849     0.05566         5.8     0.01417    0.001816
      0.8976      -1.878     0.04766         7.9     0.01323    0.001452
       2.204       0.564      0.1918         160       3.664       1.618
       2.398       1.192      0.1482         250       15.57       5.313
       2.544       1.252      0.1771         350       17.87       7.287
       2.699       1.238      0.0817         500       17.31       3.257
       5.301      -1.498     0.08058       2e+05      0.0318      0.0059
