#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.028     0.04343        2.15    0.009376   0.0009376
      0.5563       -1.76     0.04343         3.6     0.01737    0.001737
      0.6532      -1.655     0.04343         4.5     0.02212    0.002212
      0.7634      -1.537     0.04343         5.8     0.02901    0.002901
      0.8976      -1.656     0.04343         7.9     0.02208    0.002208
       1.204      -1.811       0.215          16     0.01547    0.007658
        1.38     -0.5473     0.04343          24      0.2836     0.02836
           2      0.2992     0.07182         100       1.992      0.3294
       2.204      0.7879     0.07059         160       6.136      0.9973
       2.398       1.067     0.04343         250       11.67       1.167
       2.544       1.136     0.06762         350       13.68       2.129
       2.699       1.021     0.08215         500       10.49       1.984
       2.929      0.6271      0.1171         850       4.238       1.143
       3.064      0.1386      0.1837        1160       1.376       0.582
       5.301      -1.676     0.05557       2e+05      0.0211      0.0027
