#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.936     0.04343        2.15     0.01159    0.001159
      0.5563      -1.654     0.04343         3.6     0.02216    0.002216
      0.6532      -1.726     0.04343         4.5     0.01878    0.001878
      0.7634      -1.677     0.04343         5.8     0.02102    0.002102
      0.8976      -1.669     0.04343         7.9     0.02142    0.002142
       1.204     -0.5989     0.04343          16      0.2518     0.02518
        1.38     -0.5561     0.04343          24      0.2779     0.02779
           2      0.8276     0.04343         100       6.724      0.6724
       2.204        1.05     0.04343         160       11.23       1.123
       2.398       1.124     0.04343         250       13.29       1.329
       2.544      0.9165      0.1156         350       8.251       2.195
       5.301      -1.446     0.04343       2e+05      0.0358     0.00358
