#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -3.025      -3.025         5.8    0.000311    0.000317
      0.8976      -2.955      -2.955         7.9     0.00039     0.00036
       1.204       -1.63       -1.63          16    0.006773    0.008348
           2     0.06338     0.06338         100       0.463      0.3471
       2.204      0.2158      0.2158         160      0.1788      0.7323
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.057      -2.057       2e+05    0.003602    0.002581
