#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.144     0.04343        2.15     0.07178    0.007178
      0.5563      -1.291     0.04343         3.6     0.05111    0.005111
      0.6532      -1.407     0.04343         4.5     0.03914    0.003914
      0.7634      -1.473     0.04343         5.8     0.03366    0.003366
      0.8976       -1.38     0.04343         7.9     0.04167    0.004167
       1.204     -0.9454     0.04343          16      0.1134     0.01134
        1.38     -0.8162     0.04343          24      0.1527     0.01527
           2      0.6568     0.04343         100       4.537      0.4537
       2.204       0.937     0.04343         160       8.649      0.8649
       5.301       -1.75     0.06588       2e+05      0.0178      0.0027
