#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.412     0.04343        2.15     0.03873    0.003873
      0.5563      -1.179     0.04343         3.6     0.06623    0.006623
      0.6532      -1.229     0.04343         4.5     0.05897    0.005897
      0.7634      -1.376     0.04343         5.8     0.04212    0.004212
      0.8976       -1.45     0.04343         7.9     0.03551    0.003551
       1.204     -0.9062     0.04343          16      0.1241     0.01241
        1.38      -0.978     0.04343          24      0.1052     0.01052
           2      0.4095     0.06405         100       2.567      0.3787
       2.204      0.6343       0.104         160       4.308       1.032
       2.398      0.6974      0.1314         250       4.982       1.507
