#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -2.5     0.04343        2.15    0.003162   0.0003162
      0.5563      -2.113     0.04343         3.6    0.007706   0.0007706
      0.6532      -2.009     0.04343         4.5    0.009801   0.0009801
      0.7634      -1.871     0.04343         5.8     0.01347    0.001347
      0.8976      -1.772     0.04343         7.9     0.01692    0.001692
       1.204      -1.359      0.1025          16     0.04374     0.01032
        1.38     -0.9454     0.04343          24      0.1134     0.01134
       2.398       1.075     0.07608         250       11.89       2.083
       2.544       1.127     0.09999         350       13.39       3.082
       2.699      0.9543      0.1211         500       9.002       2.511
       5.301      -1.539     0.09768       2e+05      0.0289      0.0065
