#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.136     0.04343        2.15    0.007311   0.0007311
      0.5563      -1.826     0.04343         3.6     0.01494    0.001494
      0.6532      -1.763     0.04343         4.5     0.01725    0.001725
      0.7634      -1.793     0.04343         5.8     0.01611    0.001611
      0.8976      -1.893     0.04343         7.9     0.01279    0.001279
       1.204      -1.687      0.1105          16     0.02056     0.00523
        1.38     -0.7178     0.04343          24      0.1915     0.01915
           2      0.2745     0.07839         100       1.881      0.3396
       2.204      0.5357     0.09994         160       3.434      0.7901
       2.398       0.641      0.1194         250       4.375       1.202
       2.544      0.8588      0.1571         350       7.224       2.613
