#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.116     0.04343        2.15    0.007656   0.0007656
      0.5563      -1.959     0.04343         3.6     0.01098    0.001098
      0.6532      -1.813     0.04343         4.5     0.01537    0.001537
      0.7634      -1.651     0.04343         5.8     0.02232    0.002232
      0.8976      -1.406     0.04343         7.9      0.0393     0.00393
       1.204      -1.291     0.08181          16     0.05118    0.009641
        1.38     -0.9378     0.04343          24      0.1154     0.01154
           2      0.2225     0.09474         100       1.669      0.3641
       2.204      0.5907      0.1061         160       3.897       0.952
       2.398       1.039     0.04343         250       10.93       1.093
       2.544        1.05     0.05262         350       11.22       1.359
       2.699      0.9373      0.1138         500       8.655       2.268
       2.929      0.5617      0.1593         850       3.645       1.337
       3.064      0.3477      0.1666        1160       2.227      0.8543
       5.301      -1.585     0.05178       2e+05       0.026      0.0031
