#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.784     0.04343        2.15     0.01644    0.001644
      0.5563      -1.833     0.04343         3.6      0.0147     0.00147
      0.6532      -1.988     0.04343         4.5     0.01029    0.001029
      0.7634      -1.983     0.04343         5.8     0.01039    0.001039
      0.8976      -2.098     0.04343         7.9     0.00798    0.000798
       1.204      -1.307     0.04588          16     0.04936    0.005214
        1.38      -1.246     0.04343          24     0.05675    0.005675
           2        0.15      0.1006         100       1.413      0.3272
       2.204      0.4151      0.1436         160       2.601        0.86
       2.398      0.4672      0.1591         250       2.932       1.074
       5.301      -1.987       0.107       2e+05     0.01031    0.002541
