#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.08     0.04343        2.15    0.008318   0.0008318
      0.5563      -1.653     0.04343         3.6     0.02224    0.002224
      0.6532      -1.642     0.04343         4.5     0.02279    0.002279
      0.7634      -1.655     0.04343         5.8     0.02213    0.002213
      0.8976      -1.799     0.04343         7.9      0.0159     0.00159
       1.204      -1.369     0.08794          16     0.04275    0.008656
        1.38     -0.7476     0.04343          24      0.1788     0.01788
           2      0.1714     0.09927         100       1.484      0.3392
       2.204      0.4366      0.1269         160       2.733      0.7987
       2.398      0.7506      0.1395         250       5.631       1.808
       2.544      0.5825      0.1252         350       3.824       1.102
       5.301      -1.931     0.09531       2e+05     0.01172    0.002572
