#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.856     0.04343        2.15     0.01393    0.001393
      0.5563      -2.022     0.04343         3.6    0.009503   0.0009503
      0.6532      -2.096     0.04343         4.5    0.008018   0.0008018
      0.7634      -2.187     0.04343         5.8    0.006504   0.0006504
      0.8976      -1.941     0.04343         7.9     0.01146    0.001146
       1.204      -1.365     0.07303          16     0.04315    0.007256
        1.38     -0.8502     0.04343          24      0.1412     0.01412
           2      0.3996     0.06373         100        2.51      0.3683
       2.204      0.3868      0.1235         160       2.437      0.6929
       5.301      -2.136      0.1558       2e+05    0.007317    0.002625
