#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.536     0.04343        2.15     0.02911    0.002911
      0.5563      -1.556     0.04343         3.6     0.02779    0.002779
      0.6532      -1.597     0.04343         4.5     0.02527    0.002527
      0.7634      -1.652     0.04343         5.8     0.02229    0.002229
      0.8976      -1.336     0.04343         7.9     0.04616    0.004616
       1.204     -0.9527     0.04343          16      0.1115     0.01115
        1.38      -0.838     0.04343          24      0.1452     0.01452
           2      0.6659     0.04343         100       4.634      0.4634
       2.204      0.8972     0.05444         160       7.893      0.9895
       2.398      0.8637     0.08672         250       7.306       1.459
       5.301      -1.559      0.1164       2e+05      0.0276      0.0074
