#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.248     0.04343        2.15     0.05649    0.005649
      0.5563      -1.303     0.04343         3.6     0.04973    0.004973
      0.6532      -1.479     0.04343         4.5     0.03319    0.003319
      0.7634      -1.414     0.04343         5.8     0.03858    0.003858
      0.8976      -1.533     0.04343         7.9     0.02933    0.002933
       1.204     -0.7268     0.04343          16      0.1876     0.01876
        1.38     -0.6169     0.04343          24      0.2416     0.02416
           2      0.5843     0.04343         100        3.84       0.384
       2.204      0.8228     0.06889         160        6.65       1.055
       2.398      0.9955     0.04528         250       9.897       1.032
       2.544      0.7319      0.1359         350       5.394       1.688
       5.301      -1.427     0.07548       2e+05      0.0374      0.0065
