#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.632     0.04343        2.15     0.02333    0.002333
      0.6532      -1.331     0.04343         4.5     0.04667    0.004667
      0.7634       -1.25     0.04343         5.8     0.05622    0.005622
      0.8976      -1.319     0.04343         7.9     0.04795    0.004795
        1.38     -0.5993     0.04343          24      0.2516     0.02516
           2       1.396     0.04343         100       24.88       2.488
       2.204       1.558     0.04343         160       36.17       3.617
       2.398       1.466     0.04343         250       29.21       2.921
       2.544       1.264     0.09176         350       18.35       3.877
       2.699      0.9655      0.1887         500       9.236       4.014
       5.301     -0.7535     0.04343       2e+05      0.1764     0.01764
