#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.788     0.04343        2.15    0.001629   0.0001629
      0.5563       -2.34     0.04343         3.6    0.004572   0.0004572
      0.6532      -2.199     0.04343         4.5    0.006331   0.0006331
      0.7634      -2.049     0.04343         5.8    0.008933   0.0008933
      0.8976       -2.13     0.04343         7.9    0.007413   0.0007413
       1.204      -1.599     0.09924          16     0.02519    0.005756
        1.38     -0.8677     0.04343          24      0.1356     0.01356
           2      0.2058     0.09499         100       1.606      0.3513
       2.204      0.5946     0.09691         160       3.932      0.8775
       2.398      0.9836     0.05765         250       9.629       1.278
       5.301      -1.627     0.04969       2e+05      0.0236      0.0027
