#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.5563       -2.73     0.04343         3.6    0.001862   0.0001862
      0.6532      -2.584     0.04343         4.5    0.002608   0.0002608
      0.7634      -2.366     0.04994         5.8    0.004305    0.000495
      0.8976      -1.989     0.04343         7.9     0.01025    0.001025
        1.38      -1.674      0.1663          24     0.02119    0.008115
       2.398      0.9836     0.06636         250       9.629       1.471
       2.544       1.251     0.06778         350       17.84       2.785
       2.699       1.502     0.05307         500        31.8       3.886
       2.929      0.9912      0.1253         850       9.799       2.827
       3.064      0.6747      0.0747        1160       4.728      0.8133
       5.301      -1.465     0.04343       2e+05      0.0343     0.00343
