#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.58     0.04343        2.15      0.0263     0.00263
      0.5563      -1.768     0.04343         3.6     0.01708    0.001708
      0.6532      -1.849     0.04343         4.5     0.01415    0.001415
      0.7634      -1.864     0.04343         5.8     0.01367    0.001367
      0.8976      -1.773     0.04343         7.9     0.01685    0.001685
       1.204       -1.33     0.06513          16     0.04674    0.007009
        1.38      -1.303     0.04343          24     0.04973    0.004973
           2      0.0135       0.143         100       1.032      0.3396
       2.204      0.4529      0.1063         160       2.837      0.6946
       5.301      -2.178      0.1784       2e+05    0.006632    0.002725
