#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.616     0.04343        2.15     0.02421    0.002421
      0.5563      -1.458     0.04343         3.6     0.03484    0.003484
      0.6532      -1.563     0.04343         4.5     0.02737    0.002737
      0.7634        -1.6     0.04343         5.8     0.02511    0.002511
      0.8976      -1.699     0.04343         7.9     0.01998    0.001998
        1.38     -0.6366     0.04343          24      0.2309     0.02309
           2      0.6091     0.05423         100       4.065      0.5077
       2.204      0.8236      0.1024         160       6.662        1.57
       2.398       1.083     0.06014         250       12.09       1.675
       2.544        1.08      0.1158         350       12.02       3.206
       2.699       0.977      0.1299         500       9.484       2.836
       5.301      -1.743     0.07137       2e+05     0.01808    0.002971
