#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.864     0.04343        2.15    0.001368   0.0001368
      0.5563      -2.564     0.04343         3.6    0.002731   0.0002731
      0.6532      -2.312     0.04343         4.5    0.004879   0.0004879
      0.7634      -2.052     0.04343         5.8     0.00887    0.000887
      0.8976      -1.852     0.04343         7.9     0.01406    0.001406
       1.204      -1.444       0.113          16       0.036    0.009369
        1.38      -1.596     0.07867          24     0.02536    0.004594
       2.398      0.8248     0.06646         250       6.681       1.022
       2.544       1.087      0.1604         350       12.21       4.512
       2.699       1.229      0.1617         500       16.95        6.31
       2.929      0.6287      0.1859         850       4.253        1.82
       3.064      0.3294      0.1891        1160       2.135      0.9295
       5.301      -1.442      0.1071       2e+05      0.0361      0.0089
