#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.556     0.04343        2.15     0.00278    0.000278
      0.8976      -2.202      0.1633         7.9    0.006278     0.00236
        1.38     -0.7176     0.04343          24      0.1916     0.01916
           2     0.01508      0.2135         100       1.035       0.509
       2.398       1.406     0.05167         250       25.48       3.032
       2.544       1.428     0.06769         350       26.79       4.176
       2.699        1.49     0.04343         500       30.93       3.093
       2.929      0.4594      0.1938         850        2.88       1.285
       3.064      0.2312      0.1945        1160       1.703      0.7627
       5.301      -2.211      0.1998       2e+05    0.006145    0.002827
