#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.524     0.04343        2.15     0.02992    0.002992
      0.5563       -1.49     0.04343         3.6     0.03237    0.003237
      0.6532      -1.656     0.04343         4.5     0.02209    0.002209
      0.7634      -1.679     0.04343         5.8     0.02092    0.002092
      0.8976       -1.84     0.04343         7.9     0.01446    0.001446
       1.204     -0.8938     0.04343          16      0.1277     0.01277
        1.38     -0.8207     0.04343          24      0.1511     0.01511
           2     0.05994      0.1345         100       1.148      0.3556
       2.204      0.4402      0.1374         160       2.755      0.8719
       2.398       0.748     0.08381         250       5.598        1.08
