#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.388     0.04343        2.15    0.004093   0.0004093
      0.5563      -2.009     0.04343         3.6    0.009786   0.0009786
      0.6532      -1.882     0.04343         4.5     0.01312    0.001312
      0.7634      -1.726     0.04343         5.8     0.01878    0.001878
      0.8976      -1.767     0.04343         7.9     0.01711    0.001711
       1.204      -1.538     0.09538          16     0.02896     0.00636
        1.38      -0.719     0.04343          24       0.191      0.0191
           2      0.1943     0.09501         100       1.564      0.3422
       2.204      0.4708      0.1006         160       2.957      0.6846
       2.398      0.7125      0.1067         250       5.158       1.267
       2.544      0.7345      0.1471         350       5.426       1.838
       5.301      -1.788     0.07727       2e+05      0.0163      0.0029
