#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.8976      -2.236      -2.236         7.9    0.002614    0.001597
       1.204       7.301       7.301          16         -99       1e+07
           2      0.4696      0.4696         100       0.983      0.9827
       2.204      0.8426      0.8426         160     0.09327       3.434
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.272      -2.272       2e+05  -0.0002939    0.002821
