#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.916     0.04343        2.15     0.01213    0.001213
      0.5563      -1.646     0.04343         3.6     0.02259    0.002259
      0.6532       -1.67     0.04343         4.5     0.02138    0.002138
      0.7634      -1.817     0.04343         5.8     0.01525    0.001525
      0.8976      -1.816     0.04343         7.9     0.01528    0.001528
       1.204     -0.9574     0.04343          16      0.1103     0.01103
        1.38       -1.11     0.04343          24     0.07762    0.007762
           2      0.1602     0.09483         100       1.446      0.3158
       2.204      0.5706      0.1134         160       3.721      0.9712
       2.398      0.6373      0.1349         250       4.338       1.348
       2.544      0.9218       0.116         350       8.353        2.23
       5.301      -1.866     0.08303       2e+05      0.0136      0.0026
