#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.152     0.04343        2.15     0.07047    0.007047
      0.5563     -0.9322     0.04343         3.6      0.1169     0.01169
      0.6532      -1.037     0.04343         4.5     0.09181    0.009181
      0.7634      -1.033     0.04343         5.8     0.09277    0.009277
      0.8976      -1.065     0.04343         7.9     0.08612    0.008612
       1.204    -0.04426     0.04343          16      0.9031     0.09031
        1.38    0.004321     0.04343          24        1.01       0.101
           2       1.409     0.04343         100       25.62       2.562
       2.204       1.694     0.04343         160       49.42       4.942
       2.398       1.682      0.0487         250       48.03       5.386
       2.544       1.455       0.127         350       28.53       8.344
       2.699       1.156     0.07621         500       14.31       2.511
       5.301     -0.8063     0.04343       2e+05      0.1562     0.01562
