#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.648     0.04343        2.15     0.02249    0.002249
      0.5563      -1.716     0.04343         3.6     0.01922    0.001922
      0.6532      -1.849     0.04343         4.5     0.01416    0.001416
      0.7634      -1.886     0.04343         5.8     0.01301    0.001301
      0.8976       -1.78     0.04343         7.9     0.01661    0.001661
       1.204      -1.287     0.05291          16     0.05166    0.006294
        1.38      -1.051     0.04343          24     0.08899    0.008899
           2      0.4736      0.0696         100       2.975      0.4769
       2.204      0.7521      0.1427         160       5.651       1.856
       2.398      0.8099      0.1579         250       6.455       2.347
       5.301      -2.168      0.1655       2e+05    0.006798    0.002591
