#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.032     0.04343        2.15      0.0929     0.00929
      0.5563      -1.151     0.04343         3.6     0.07066    0.007066
      0.6532      -1.296     0.04343         4.5     0.05063    0.005063
      0.7634      -1.242     0.04343         5.8     0.05723    0.005723
      0.8976      -1.335     0.04343         7.9     0.04627    0.004627
       1.204     -0.6724     0.04343          16      0.2126     0.02126
        1.38     -0.5926     0.04343          24      0.2555     0.02555
           2      0.8606     0.04343         100       7.255      0.7255
       2.204      0.9461     0.04343         160       8.833      0.8833
       2.398      0.9326     0.07961         250       8.563        1.57
       5.301      -1.346     0.04343       2e+05      0.0451     0.00451
