#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.568     0.04343        2.15    0.002704   0.0002704
      0.5563      -2.094     0.04343         3.6    0.008052   0.0008052
      0.6532      -2.004     0.04343         4.5    0.009915   0.0009915
      0.7634      -1.923     0.04343         5.8     0.01195    0.001195
      0.8976      -1.818     0.04343         7.9      0.0152     0.00152
       1.204      -1.717        0.21          16     0.01919    0.009279
        1.38      -1.456     0.08682          24     0.03496    0.006989
       2.204      0.5324      0.1603         160       3.407       1.258
       2.699       1.377      0.1419         500       23.84       7.792
       3.064      0.3324      0.1953        1160        2.15      0.9669
       5.301      -1.928      0.1093       2e+05     0.01181    0.002971
