#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.812     0.04343        2.15     0.01542    0.001542
      0.5563      -1.607     0.04343         3.6     0.02469    0.002469
      0.6532      -1.606     0.04343         4.5     0.02476    0.002476
      0.7634      -1.696     0.04343         5.8     0.02015    0.002015
      0.8976      -1.702     0.04343         7.9     0.01985    0.001985
       1.204     -0.9382     0.04343          16      0.1153     0.01153
        1.38      -0.967      0.0452          24      0.1079     0.01123
           2       0.328     0.09511         100       2.128       0.466
       2.204      0.6628      0.1552         160         4.6       1.644
       2.398       0.995      0.1098         250       9.886       2.499
       5.301      -1.861     0.08342       2e+05     0.01377    0.002645
