#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.604     0.04343        2.15     0.02489    0.002489
      0.5563      -1.417     0.04343         3.6     0.03831    0.003831
      0.6532      -1.524     0.04343         4.5     0.02991    0.002991
      0.7634      -1.632     0.04343         5.8     0.02335    0.002335
      0.8976      -1.674     0.04343         7.9     0.02116    0.002116
       1.204      -1.009     0.04343          16     0.09787    0.009787
        1.38     -0.7883     0.04343          24      0.1628     0.01628
           2      0.3032     0.07867         100        2.01      0.3641
       2.204      0.5957     0.09509         160       3.942       0.863
       2.398      0.6908      0.1105         250       4.907       1.248
       5.301      -1.636     0.05076       2e+05      0.0231      0.0027
