#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634       -2.95       -2.95         5.8    0.000276    0.000423
      0.8976      -2.905      -2.905         7.9    0.000319    0.000463
       1.204      -1.876      -1.876          16   1.903e-10     0.00665
           2     0.08287     0.08287         100      0.4421       0.384
       2.204      0.2875      0.2875         160   1.745e-05      0.9693
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929      0.5409      0.5409         850        1.42       1.027
       3.064     0.09574     0.09574        1160    2.13e-10      0.6233
       5.301      -2.261      -2.261       2e+05   0.0002576    0.002614
