#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.48     0.04343        2.15     0.03311    0.003311
      0.5563      -1.378     0.04343         3.6      0.0419     0.00419
      0.6532      -1.487     0.04343         4.5     0.03262    0.003262
      0.7634      -1.604     0.04343         5.8     0.02486    0.002486
      0.8976      -1.532     0.04343         7.9     0.02939    0.002939
       1.204     -0.5433     0.04343          16      0.2862     0.02862
        1.38     -0.5103     0.04343          24      0.3088     0.03088
           2      0.5124     0.04544         100       3.254      0.3405
       2.204      0.9514     0.04574         160        8.94      0.9417
       2.398       1.049     0.04663         250       11.18       1.201
       2.544       1.021     0.07179         350       10.49       1.735
       5.301      -1.538     0.08087       2e+05       0.029      0.0054
