#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.792     0.04343        2.15     0.01614    0.001614
      0.5563      -1.679     0.04343         3.6     0.02094    0.002094
      0.6532      -1.806     0.04343         4.5     0.01563    0.001563
      0.7634      -1.828     0.04343         5.8     0.01485    0.001485
      0.8976      -1.906     0.04343         7.9     0.01243    0.001243
       1.204     -0.9393     0.04343          16       0.115      0.0115
        1.38     -0.8884     0.04343          24      0.1293     0.01293
           2      0.2192     0.09776         100       1.657      0.3729
       2.204      0.5559       0.102         160       3.596      0.8444
       5.301      -2.115      0.1409       2e+05    0.007673    0.002489
