#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.712     0.04343        2.15     0.01941    0.001941
      0.5563      -1.361     0.04343         3.6     0.04357    0.004357
      0.6532      -1.323     0.04343         4.5     0.04754    0.004754
      0.7634      -1.395     0.04343         5.8     0.04029    0.004029
      0.8976      -1.467     0.04343         7.9     0.03415    0.003415
       1.204     -0.9784     0.04343          16      0.1051     0.01051
        1.38     -0.7675     0.04343          24      0.1708     0.01708
           2      0.3887     0.06079         100       2.447      0.3425
       2.204      0.8507      0.0574         160       7.091      0.9372
       2.398       1.098     0.05697         250       12.53       1.644
       2.544       1.146     0.04343         350          14         1.4
       5.301      -1.684     0.05875       2e+05      0.0207      0.0028
