#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.376     0.04343        2.15     0.04207    0.004207
      0.5563      -1.217     0.04343         3.6     0.06064    0.006064
      0.6532      -1.348     0.04343         4.5     0.04483    0.004483
      0.7634      -1.399     0.04343         5.8     0.03991    0.003991
      0.8976       -1.46     0.04343         7.9     0.03464    0.003464
       1.204     -0.5592     0.04343          16      0.2759     0.02759
        1.38     -0.4442     0.04343          24      0.3596     0.03596
           2      0.5252     0.05378         100       3.351       0.415
       2.204      0.9542     0.04508         160       8.999      0.9342
       2.398        1.17     0.08599         250       14.81       2.932
       5.301       -1.57      0.1017       2e+05      0.0269      0.0063
