#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.928     0.04343        2.15       0.118      0.0118
      0.5563      -1.191     0.04343         3.6     0.06443    0.006443
      0.6532      -1.204     0.04343         4.5      0.0625     0.00625
      0.7634      -1.282     0.04343         5.8     0.05227    0.005227
      0.8976     -0.7122     0.04343         7.9       0.194      0.0194
       1.204     -0.5393     0.04343          16      0.2889     0.02889
        1.38     -0.3624     0.04343          24      0.4341     0.04341
           2       1.084     0.04343         100       12.15       1.215
       2.204       1.153     0.05087         160       14.23       1.667
       2.398       1.146      0.1307         250          14       4.213
       5.301      -1.159      0.0582       2e+05      0.0694      0.0093
