#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.148     0.04343        2.15     0.07112    0.007112
      0.5563      -1.261     0.04343         3.6     0.05481    0.005481
      0.6532      -1.305     0.04343         4.5     0.04953    0.004953
      0.7634      -1.373     0.04343         5.8     0.04241    0.004241
      0.8976       -1.08     0.04343         7.9     0.08323    0.008323
       1.204      -0.671     0.04343          16      0.2133     0.02133
        1.38     -0.6162     0.04343          24       0.242      0.0242
           2      0.7303     0.04343         100       5.374      0.5374
       2.204       1.067     0.04619         160       11.67       1.241
       2.398       1.121     0.06229         250        13.2       1.893
       5.301        -1.5     0.07696       2e+05      0.0316      0.0056
