#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.688     0.04343        2.15     0.02051    0.002051
      0.5563      -1.374     0.04343         3.6     0.04226    0.004226
      0.6532      -1.212     0.04343         4.5     0.06133    0.006133
      0.7634      -1.088     0.04343         5.8     0.08174    0.008174
      0.8976      -1.012     0.04343         7.9     0.09727    0.009727
        1.38     -0.4433     0.04343          24      0.3603     0.03603
           2      0.5555     0.05664         100       3.593      0.4686
       2.204      0.7395      0.0998         160        5.49       1.261
       2.398       1.042     0.04894         250       11.03       1.243
       2.544      0.7944      0.1288         350       6.229       1.847
       2.699      0.8308      0.1616         500       6.774        2.52
