#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.352     0.04343        2.15     0.04446    0.004446
      0.5563      -1.224     0.04343         3.6     0.05975    0.005975
      0.6532      -1.351     0.04343         4.5     0.04453    0.004453
      0.7634      -1.468     0.04343         5.8     0.03404    0.003404
      0.8976      -1.573     0.04343         7.9     0.02676    0.002676
       1.204     -0.9234     0.04343          16      0.1193     0.01193
        1.38     -0.7913     0.04343          24      0.1617     0.01617
           2     0.02665      0.1379         100       1.063      0.3376
       2.204      0.5506     0.08124         160       3.553      0.6647
       2.398      0.5069      0.1927         250       3.213       1.426
       5.301      -1.701      0.1135       2e+05      0.0199      0.0052
