#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.272     0.04343        2.15    0.005346   0.0005346
      0.5563      -2.065     0.04343         3.6    0.008608   0.0008608
      0.6532      -1.987     0.04343         4.5     0.01031    0.001031
      0.7634      -1.834     0.04343         5.8     0.01464    0.001464
      0.8976      -1.632     0.04343         7.9     0.02336    0.002336
       1.204     -0.8941     0.04343          16      0.1276     0.01276
        1.38     -0.5569     0.04343          24      0.2774     0.02774
           2      0.5825     0.04343         100       3.824      0.3824
       2.204      0.7023     0.06195         160       5.039      0.7187
       2.398      0.5352      0.1496         250       3.429       1.181
       2.544      0.5313      0.1895         350       3.399       1.483
