#      _xxWS        ftot       firac        fagn        fsfr
#
     -0.3999      0.1405   0.0002294           0      0.1402
     -0.3899      0.1123   0.0002399           0       0.112
     -0.3799     0.08408   0.0002556           0     0.08383
     -0.3699      0.0559   0.0002729           0     0.05563
     -0.3599     0.02772   0.0002933           0     0.02742
     -0.3499   0.0003155   0.0003154           0   1.303e-07
     -0.3399   0.0003278   0.0003276           0   1.327e-07
     -0.3299   0.0003403   0.0003401           0   1.352e-07
     -0.3199   0.0003382   0.0003381           0   1.377e-07
     -0.3099   0.0003424   0.0003422           0   1.403e-07
     -0.2999    0.000343   0.0003429           0   1.429e-07
     -0.2899   0.0003451   0.0003449           0   1.456e-07
     -0.2799   0.0003407   0.0003405           0   1.483e-07
     -0.2699   0.0003484   0.0003483           0    1.51e-07
     -0.2599   0.0003541   0.0003539           0   1.538e-07
     -0.2499   0.0003566   0.0003564           0   1.567e-07
     -0.2399   0.0003576   0.0003575           0   1.596e-07
     -0.2299   0.0003554   0.0003552           0   1.626e-07
     -0.2199    0.000351   0.0003508           0   1.656e-07
     -0.2099   0.0003467   0.0003465           0   1.687e-07
     -0.1999   0.0003431   0.0003429           0   1.718e-07
     -0.1899   0.0003429   0.0003427           0    1.75e-07
     -0.1799   0.0003397   0.0003395           0   1.782e-07
     -0.1699   0.0003384   0.0003382           0   1.816e-07
     -0.1599   0.0003404   0.0003402           0   1.849e-07
     -0.1499   0.0003467   0.0003465           0   1.884e-07
     -0.1399   0.0003472    0.000347           0   1.919e-07
     -0.1299   0.0003487   0.0003485           0   1.954e-07
     -0.1199   0.0003482    0.000348           0   1.991e-07
     -0.1099   0.0003467   0.0003464           0   2.028e-07
    -0.09991   0.0003435   0.0003433           0   2.065e-07
    -0.08991   0.0003407   0.0003405           0   2.104e-07
    -0.07991   0.0003385   0.0003383           0   2.143e-07
    -0.06991   0.0003359   0.0003357           0   2.183e-07
    -0.05991   0.0003338   0.0003336           0   2.223e-07
    -0.04991   0.0003322    0.000332           0   2.265e-07
    -0.03991   0.0003303   0.0003301           0   2.307e-07
    -0.02991   0.0003266   0.0003263           0    2.35e-07
    -0.01991   0.0003239   0.0003236           0   2.393e-07
   -0.009905   0.0003218   0.0003216           0   2.438e-07
   9.471e-05   0.0003195   0.0003193           0   2.483e-07
     0.01009   0.0003174   0.0003172           0   2.529e-07
     0.02009   0.0003161   0.0003158           0   2.576e-07
     0.03009   0.0003166   0.0003163           0   2.624e-07
     0.04009   0.0003165   0.0003162           0   2.673e-07
     0.05009   0.0003164   0.0003161           0   2.723e-07
     0.06009   0.0003171   0.0003169           0   2.773e-07
     0.07009   0.0003169   0.0003166           0   2.825e-07
     0.08009   0.0003169   0.0003166           0   2.877e-07
     0.09009   0.0003165   0.0003162           0   2.931e-07
      0.1001   0.0003177   0.0003174           0   2.985e-07
      0.1101   0.0003285   0.0003282           0   3.041e-07
      0.1201   0.0003337   0.0003333           0   3.098e-07
      0.1301   0.0003429   0.0003426           0   3.155e-07
