#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.22     0.04343        2.15    0.006026   0.0006026
      0.5563      -1.955     0.04343         3.6     0.01109    0.001109
      0.6532      -1.877     0.04343         4.5     0.01327    0.001327
      0.7634       -1.76     0.04343         5.8     0.01736    0.001736
      0.8976      -1.797     0.04343         7.9     0.01595    0.001595
       1.204      -1.456     0.07724          16     0.03499    0.006223
        1.38     -0.6702     0.04343          24      0.2137     0.02137
           2      0.2614     0.09261         100       1.826      0.3893
       2.204      0.8051     0.06574         160       6.384      0.9663
       2.398       1.001     0.05167         250       10.03       1.194
       2.544      0.7945      0.1297         350        6.23        1.86
       2.699      0.8414      0.1306         500        6.94       2.087
       5.301      -1.666     0.05429       2e+05      0.0216      0.0027
