#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.08     0.04343        2.15    0.008318   0.0008318
      0.5563      -1.742     0.04343         3.6     0.01813    0.001813
      0.6532      -1.633     0.04343         4.5      0.0233     0.00233
      0.7634      -1.498     0.04343         5.8     0.03176    0.003176
      0.8976      -1.538     0.04343         7.9     0.02895    0.002895
       1.204      -1.487      0.1761          16     0.03255      0.0132
        1.38     -0.8586     0.04343          24      0.1385     0.01385
           2      0.1033      0.2142         100       1.269      0.6256
       2.204      0.6325      0.1315         160        4.29       1.299
       2.398       1.308     0.06777         250       20.33       3.172
       2.544       1.339      0.1338         350       21.81       6.721
       5.301      -1.548     0.06445       2e+05      0.0283      0.0042
