#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.86     0.04343        2.15      0.0138     0.00138
      0.5563      -1.839     0.04343         3.6      0.0145     0.00145
      0.6532      -1.975     0.04343         4.5     0.01059    0.001059
      0.7634      -1.912     0.04343         5.8     0.01224    0.001224
      0.8976      -1.996     0.04343         7.9      0.0101     0.00101
       1.204       -1.57      0.1544          16     0.02693    0.009576
        1.38      -1.169     0.04343          24     0.06772    0.006772
           2      0.4182     0.06511         100       2.619      0.3927
       2.204      0.5306      0.2011         160       3.393       1.571
       5.301      -2.178      0.1841       2e+05    0.006636    0.002813
