#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.284     0.04343        2.15      0.0052     0.00052
      0.5563      -1.964     0.04343         3.6     0.01087    0.001087
      0.6532      -1.846     0.04343         4.5     0.01427    0.001427
      0.7634      -1.643     0.04343         5.8     0.02274    0.002274
      0.8976      -1.317     0.04343         7.9     0.04816    0.004816
       1.204     -0.5911     0.04343          16      0.2564     0.02564
        1.38     -0.1649     0.04343          24       0.684      0.0684
           2      0.8669     0.04343         100        7.36       0.736
       2.204       1.116     0.04343         160       13.05       1.305
       2.398      0.9663     0.07409         250       9.254       1.579
