#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.232     0.04343        2.15     0.05861    0.005861
      0.5563      -1.152     0.04343         3.6     0.07049    0.007049
      0.6532      -1.273     0.04343         4.5     0.05338    0.005338
      0.7634      -1.349     0.04343         5.8     0.04473    0.004473
      0.8976      -1.346     0.04343         7.9     0.04505    0.004505
       1.204     -0.8187     0.04343          16      0.1518     0.01518
        1.38     -0.5918     0.04343          24       0.256      0.0256
           2      0.4766     0.04971         100       2.996      0.3429
       2.204      0.6759     0.09041         160       4.742      0.9871
       2.398      0.8171      0.1484         250       6.563       2.242
