#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634       -3.07       -3.07         5.8   -0.000602    0.000727
      0.8976      -2.866      -2.866         7.9   -0.000413    0.000887
       1.204       7.301       7.301          16         -99       1e+07
           2     0.05032     0.05032         100   1.792e-05      0.5614
       2.204       10.38       10.38         160      -117.8    1.19e+10
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.046      -2.046       2e+05    0.003485    0.002753
