#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.332     0.04343        2.15    0.004656   0.0004656
      0.5563      -2.155     0.04343         3.6    0.006994   0.0006994
      0.6532      -2.043     0.04343         4.5    0.009049   0.0009049
      0.7634      -1.885     0.04343         5.8     0.01303    0.001303
      0.8976      -1.916     0.04343         7.9     0.01214    0.001214
        1.38     -0.7324     0.04343          24      0.1852     0.01852
           2    -0.08271      0.2021         100      0.8266      0.3846
       2.204      0.5801     0.09634         160       3.803      0.8436
       2.398      0.8744     0.04965         250       7.488      0.8561
       2.544      0.6971      0.1543         350       4.978       1.768
       5.301      -1.613     0.05696       2e+05      0.0244      0.0032
