#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.748     0.04343        2.15     0.01786    0.001786
      0.5563      -1.571     0.04343         3.6     0.02683    0.002683
      0.6532      -1.745     0.04343         4.5     0.01797    0.001797
      0.7634      -1.766     0.04343         5.8     0.01715    0.001715
      0.8976      -1.937     0.04343         7.9     0.01156    0.001156
       1.204      -1.262     0.06768          16     0.05472    0.008527
        1.38      -1.182     0.04343          24     0.06581    0.006581
           2     0.02652       0.134         100       1.063       0.328
       2.204      0.3638      0.1473         160       2.311      0.7837
       5.301      -2.161      0.1549       2e+05    0.006904    0.002463
