#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.448     0.04343        2.15    0.003565   0.0003565
      0.5563      -2.156     0.04343         3.6    0.006977   0.0006977
      0.6532      -2.031     0.04343         4.5    0.009314   0.0009314
      0.7634      -1.794     0.04343         5.8     0.01608    0.001608
      0.8976      -1.589     0.04343         7.9     0.02575    0.002575
        1.38      -1.135     0.04343          24     0.07326    0.007326
           2    -0.06327      0.1551         100      0.8644      0.3088
       2.204      0.8326     0.04781         160       6.801      0.7487
       2.398       1.291     0.04343         250       19.53       1.953
       2.544       1.472     0.08049         350       29.66       5.498
       2.699       1.644     0.05711         500       44.03        5.79
       3.064      0.9901     0.04343        1160       9.775      0.9775
       5.301        -1.2     0.04749       2e+05      0.0631      0.0069
