#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.148     0.04343        2.15    0.007112   0.0007112
      0.5563       -2.07     0.04343         3.6    0.008521   0.0008521
      0.6532      -2.029     0.04343         4.5    0.009345   0.0009345
      0.7634      -1.971     0.04343         5.8     0.01068    0.001068
      0.8976      -1.948     0.04343         7.9     0.01127    0.001127
       1.204       -1.66      0.1479          16      0.0219    0.007456
        1.38     -0.8969     0.04343          24      0.1268     0.01268
           2      0.4061      0.0697         100       2.547      0.4088
       2.204      0.7934     0.06736         160       6.215      0.9639
       2.398        1.12     0.08283         250       13.19       2.515
       5.301      -1.836     0.07734       2e+05      0.0146      0.0026
